time,T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20170403:0900,7.63,97.95,231,14.41,223,343.4,0.69,86,102607
20170403:1000,9.08,92.85,207,1.56,206,351,0.83,81,102617
20170403:1100,11.1,81.55,384,71.07,335,338.4,1.03,86,102577
20170403:1200,12.94,72.8,683,699.16,197,319.8,1.17,84,102537
20170403:1300,14.15,66.85,672,811.15,138,287.8,1.31,82,102478
20170403:1400,14.92,62.05,580,773.75,130,289.8,1.24,83,102428
20170403:1500,15.26,57.85,450,710.45,116,290,1.1,86,102388
20170403:1600,15.23,55.6,271,464.5,117,294.4,0.69,98,102358
20170403:1700,14.9,56.45,123,359.42,60,301.4,0.34,66,102318
20170403:1800,13.96,63.05,0,0,0,304,1.52,53,102288
20170403:1900,11.68,74.2,0,0,0,292.4,2.14,83,102308
20170403:2000,10.58,78.25,0,0,0,293.2,2.28,98,102318
20170403:2100,9.59,81.75,0,0,0,283,2.34,111,102318
20170403:2200,8.92,83.8,0,0,0,285.4,2.41,124,102318
20170403:2300,8.49,84.65,0,0,0,292,2.28,137,102338
20170404:0000,7.57,87.25,0,0,0,274.8,2.14,154,102318
20170404:0100,6.71,89.4,0,0,0,270.2,2.07,170,102268
20170404:0200,6.3,90.8,0,0,0,286.6,1.86,191,102228
20170404:0300,5.67,92.4,0,0,0,280,1.86,217,102198
20170404:0400,5.53,93.4,0,0,0,294,1.66,227,102188
20170404:0500,5.03,94.35,0,0,0,277.8,1.66,230,102188
20170404:0600,4.92,95.05,83,238.71,50,273.6,1.45,247,102208
20170404:0700,7.25,91.45,254,561.76,87,289.2,1.45,282,102248
20170404:0800,9.8,80.1,420,718.29,103,303.8,1.66,298,102268
20170404:0900,11.2,76.45,428,301.48,259,310.4,1.72,313,102298
20170404:1000,12.32,72.3,491,279.81,310,311.2,1.79,316,102338
20170404:1100,13.64,65.15,621,502.62,272,316,1.93,306,102318
20170404:1200,14.32,60.95,372,55.73,333,322.6,2.48,308,102318
20170404:1300,14.46,59.3,420,131.26,333,349.6,2.69,312,102288
20170404:1400,14.53,58,427,247.47,282,322.2,2.97,313,102258
20170404:1500,14.42,59.45,375,362.58,203,325.4,3.45,322,102248
20170404:1600,13.43,67.35,291,565.86,101,312.4,3.86,330,102288
20170404:1700,12.13,75.45,132,406.58,59,311.6,3.38,334,102298
20170404:1800,10.88,81.25,0,0,0,296.6,2.9,338,102348
20170404:1900,10.02,83.45,0,0,0,326.2,3.03,342,102418
20170404:2000,9.31,87.05,0,0,0,322.2,2.76,343,102458
20170404:2100,8.88,89.45,0,0,0,325,2.48,344,102488
20170404:2200,8.35,92.55,0,0,0,311,2.34,341,102498
20170404:2300,7.73,95.4,0,0,0,289.6,2.41,337,102508
20170405:0000,7.47,96.15,0,0,0,290.4,2.34,336,102498
20170405:0100,7.23,96.8,0,0,0,287.6,2.21,335,102488
20170405:0200,6.95,97.55,0,0,0,281.2,2.21,333,102478
20170405:0300,6.91,98,0,0,0,286,2.28,334,102478
20170405:0400,7.11,98.45,0,0,0,299.8,2.41,337,102468
20170405:0500,7.73,98.15,0,0,0,338.2,2.69,343,102527
20170405:0600,8.19,95.15,41,6.94,40,347.6,2.97,348,102597
20170405:0700,8.8,91.7,110,9.9,107,349,2.97,347,102647
20170405:0800,9.51,84.65,191,22.38,181,342.8,3.17,350,102677
20170405:0900,10.38,76.4,448,344.58,253,319.2,3.52,351,102727
20170405:1000,10.99,69.85,499,286.82,312,324,2.97,348,102717
20170405:1100,12.08,62.05,553,318.93,330,306.8,3.17,336,102697
20170405:1200,12.94,58.45,478,171.77,357,309.2,4,326,102667
20170405:1300,12.71,59.4,451,173.85,335,304.4,4.62,324,102667
20170405:1400,12.09,62.3,304,50.83,274,330.8,5.1,327,102657
20170405:1500,11.38,63.95,299,142.08,231,314.2,5.1,330,102617
20170405:1600,10.48,65.25,99,0,99,306.8,4.97,335,102647
20170405:1700,9.87,65.95,119,266.6,70,301.2,4.9,340,102677
20170405:1800,9.16,70.55,0,0,0,299.4,4.07,342,102707
20170405:1900,8.19,72.75,0,0,0,300.2,3.38,346,102747
20170405:2000,7.67,78.4,0,0,0,296,2.69,343,102747
20170405:2100,6.98,84.5,0,0,0,279.4,2.34,339,102767
20170405:2200,6.23,89.65,0,0,0,263.4,2.28,332,102777
20170405:2300,5.61,92.3,0,0,0,257.4,2.21,328,102777
20170406:0000,5.38,93.05,0,0,0,266,2.21,329,102747
20170406:0100,5.05,93.45,0,0,0,257.2,2.28,324,102757
20170406:0200,4.91,93.4,0,0,0,260.4,2.34,318,102727
20170406:0300,4.87,93.1,0,0,0,260,2.48,317,102717
20170406:0400,5.21,92.3,0,0,0,276.2,2.48,322,102747
20170406:0500,5.15,91.95,0,0,0,266.6,2.41,327,102777
20170406:0600,5.66,90.9,59,39.98,53,285.4,2.14,330,102777
20170406:0700,7.45,85.65,205,226.7,135,296.6,2.14,334,102817
20170406:0800,8.39,73.65,129,0,129,292.8,3.86,352,102867
20170406:0900,9.2,65.45,146,0,146,309,4.07,356,102867
20170406:1000,9.51,62.4,119,0,119,329.4,3.72,356,102857
20170406:1100,10.06,59.75,144,0,144,336.6,3.66,356,102867
20170406:1200,10.23,59.3,236,1.41,235,334.8,3.45,354,102857
20170406:1300,10.59,58.5,252,4.47,249,338.6,3.45,352,102817
20170406:1400,10.69,58.55,344,90.83,290,337.2,3.38,348,102777
20170406:1500,10.93,57.95,314,169.85,232,329.2,3.45,349,102747
20170406:1600,10.65,59.75,277,435.86,127,316.8,3.31,351,102737
20170406:1700,10.17,61.9,132,345.72,67,283.8,2.76,348,102727
20170406:1800,9.2,67.75,0,0,0,280.8,1.86,332,102707
20170406:1900,8.26,70.8,0,0,0,291.6,1.66,338,102717
20170406:2000,7.03,78.1,0,0,0,272.2,1.66,338,102747
20170406:2100,5.53,87.5,0,0,0,265.2,1.45,345,102747
20170406:2200,6.65,79.7,0,0,0,263.4,0.76,343,102707
20170406:2300,6.32,81.4,0,0,0,264.2,0.69,235,102677
20170407:0000,3.09,92.4,0,0,0,263.4,1.79,227,102627
20170407:0100,2.6,94.1,0,0,0,272.2,1.86,233,102587
20170407:0200,3.34,92.3,0,0,0,294,1.93,240,102567
20170407:0300,4.12,89.95,0,0,0,305.2,2,242,102527
20170407:0400,4.7,86.95,0,0,0,312,2,240,102508
20170407:0500,5,85.1,0,0,0,310.4,2.07,240,102478
20170407:0600,5.66,83.25,93,211.65,60,316.2,2,244,102488
20170407:0700,6.92,82.5,236,349.8,126,273.6,1.93,257,102488
20170407:0800,9.19,80.6,411,580.93,145,286.2,2.21,278,102488
20170407:0900,10.96,78.55,424,260.23,274,288.4,2.48,296,102498
20170407:1000,12.33,71.8,479,229.61,327,290.8,2.83,305,102488
20170407:1100,13.15,66.35,585,373.89,320,321.2,3.03,309,102448
20170407:1200,13.46,64.35,581,355.97,327,336.8,3.03,313,102458
20170407:1300,13.45,63.65,600,497.04,264,341.8,3.03,318,102418
20170407:1400,13.48,63.3,514,454.31,242,327.6,2.97,323,102398
20170407:1500,13.25,64.25,386,365.55,208,331.4,2.97,328,102368
20170407:1600,12.66,66.65,238,238.31,155,324.4,2.83,333,102368
20170407:1700,12.01,70.05,75,31.22,69,311.4,2.76,338,102368
20170407:1800,10.73,77.65,0,0,0,285.6,2.21,340,102398
20170407:1900,9.35,82.4,0,0,0,288,2.07,341,102428
20170407:2000,8.24,88.6,0,0,0,280,1.93,346,102468
20170407:2100,7.23,93.65,0,0,0,273.6,1.86,354,102468
20170407:2200,6.34,96.35,0,0,0,267.8,1.79,1,102438
20170407:2300,5.47,98.05,0,0,0,270.2,1.66,5,102438
20170408:0000,4.95,98.9,0,0,0,270.4,1.38,2,102418
20170408:0100,4.93,99.8,0,0,0,264.8,1.24,348,102388
20170408:0200,4.94,99.95,0,0,0,266.2,1.17,341,102368
20170408:0300,5.46,99.45,0,0,0,271.2,0.9,341,102358
20170408:0400,4.84,99.3,0,0,0,305.8,0.55,344,102358
20170408:0500,4.77,99.3,0,0,0,319.6,0.48,14,102378
20170408:0600,4.94,98.95,91,173.13,63,324.4,0.55,51,102388
20170408:0700,7.05,92.4,230,303.04,133,277.8,0.34,104,102408
20170408:0800,9.45,74.5,422,606.52,141,279.2,0.62,47,102408
20170408:0900,10.58,62.95,579,772.01,130,287.8,1.52,25,102418
20170408:1000,11.32,60.65,692,859.18,119,294.8,1.72,28,102398
20170408:1100,12.4,58,741,848,136,279.2,1.79,33,102378
20170408:1200,13.23,56.55,767,931.75,98,277,1.66,38,102328
20170408:1300,13.85,55.85,705,849.63,127,279.6,1.59,42,102288
20170408:1400,14.29,55.4,607,797.83,126,284.4,1.45,46,102218
20170408:1500,14.49,55.1,478,749.43,110,288.4,1.38,49,102198
20170408:1600,14.43,55.15,313,610.11,98,290.8,1.31,54,102158
20170408:1700,14.07,56.65,146,412.44,65,282,1.31,61,102148
20170408:1800,13.05,64.05,0,0,0,277.8,1.66,57,102128
20170408:1900,11.41,69,0,0,0,272.6,2,53,102158
20170408:2000,9.85,75.9,0,0,0,269.8,2.07,60,102178
20170408:2100,8.41,82.4,0,0,0,267.4,2.14,68,102188
20170408:2200,7.16,86.75,0,0,0,265.6,2.14,82,102208
20170408:2300,6.27,88.15,0,0,0,264.4,2.28,96,102208
20170409:0000,5.69,89.15,0,0,0,262.8,2.34,108,102178
20170409:0100,5.17,90.6,0,0,0,261.8,2.21,115,102148
20170409:0200,4.52,92.5,0,0,0,260.6,2.07,119,102118
20170409:0300,3.85,94.2,0,0,0,259,2,122,102118
20170409:0400,3.26,95.7,0,0,0,258.4,1.93,126,102068
20170409:0500,2.88,96.55,0,0,0,257.4,1.79,133,102108
20170409:0600,3.51,96.3,103,232.86,64,257,1.45,141,102108
20170409:0700,6.95,89.8,279,555.78,98,258.2,1.03,133,102138
20170409:0800,10.39,80.8,451,734.01,107,263.4,0.9,137,102178
20170409:0900,13.47,73.1,597,833.46,108,271.2,0.97,140,102178
20170409:1000,16.01,64.25,697,861.89,118,279.2,1.24,152,102158
20170409:1100,17.79,55.3,750,866.21,128,286.6,1.86,167,102108
20170409:1200,19.11,48.5,768,916.36,106,291.2,2.14,173,102058
20170409:1300,20.1,43.85,709,851.67,126,294.6,2.41,180,101988
20170409:1400,20.72,41.2,609,784.17,133,298,2.62,189,101929
20170409:1500,20.92,40.5,482,751.34,110,299.8,2.76,199,101869
20170409:1600,20.71,42.65,321,636.79,94,301.4,2.69,204,101809
20170409:1700,19.75,51.2,154,458.75,62,301,2.21,199,101769
20170409:1800,17.75,57.6,0,0,0,298.4,2.62,196,101749
20170409:1900,15.97,56,0,0,0,289,2.76,202,101749
20170409:2000,14.34,58.3,0,0,0,285.8,2.97,202,101739
20170409:2100,13.35,59,0,0,0,282.8,3.17,202,101699
20170409:2200,12.83,58.8,0,0,0,281.4,3.38,209,101699
20170409:2300,12.33,61.2,0,0,0,283,3.52,228,101689
20170410:0000,11.72,66.45,0,0,0,286,3.52,245,101689
20170410:0100,10.89,70.9,0,0,0,285.8,3.59,261,101709
20170410:0200,10.17,76,0,0,0,284.4,3.66,275,101719
20170410:0300,9.67,85.75,0,0,0,283.2,3.24,296,101739
20170410:0400,9.25,90.5,0,0,0,287.8,3.03,315,101779
20170410:0500,8.81,89.8,0,0,0,286.6,2.97,320,101859
20170410:0600,8.86,87.15,71,46.19,63,279.6,3.1,321,101939
20170410:0700,10.22,81.2,64,0,64,283.8,3.66,328,102018
20170410:0800,11.38,71.15,219,33.76,203,305.8,4.48,336,102068
20170410:0900,11.66,68.4,96,0,96,319,4.07,332,102128
20170410:1000,11.78,66.35,320,29.56,300,348,4,332,102218
20170410:1100,11.83,64.05,412,78.88,355,342,3.72,328,102228
20170410:1200,12.25,62.7,466,134.84,368,341.2,3.93,323,102228
20170410:1300,12.58,60.9,516,261.35,336,329.6,4.34,321,102258
20170410:1400,12.53,61.25,435,222.55,299,306,4.62,324,102278
20170410:1500,12.02,62.2,339,200.34,239,302,4.69,328,102308
20170410:1600,11.09,59.65,223,158.1,166,283.6,4.76,332,102338
20170410:1700,10.25,61.1,134,258.95,81,284,4.21,336,102348
20170410:1800,9.44,65.05,0,0,0,282.4,3.24,336,102378
20170410:1900,8.2,67.85,0,0,0,275.8,2.69,342,102388
20170410:2000,7.65,72.5,0,0,0,281.4,2.21,343,102468
20170410:2100,6.88,78.5,0,0,0,267.4,1.93,333,102488
20170410:2200,5.71,86.7,0,0,0,252,1.72,319,102488
20170410:2300,4.54,91.7,0,0,0,256,1.66,305,102508
20170411:0000,4.11,93.15,0,0,0,270,1.66,294,102498
20170411:0100,3.9,93.85,0,0,0,272.4,1.59,274,102458
20170411:0200,3.67,94.8,0,0,0,280.6,1.66,263,102488
20170411:0300,3.87,94.7,0,0,0,291.2,1.59,264,102488
20170411:0400,4.1,94.4,0,0,0,296.2,1.59,264,102488
20170411:0500,3.81,94.6,0,0,0,281.6,1.72,254,102517
20170411:0600,4.52,94.15,63,16.77,60,292.4,1.38,246,102547
20170411:0700,7.34,86.7,153,41.59,139,306.8,1.59,224,102557
20170411:0800,8.9,78.5,450,674.05,127,312.4,2.07,224,102577
20170411:0900,10.43,71.1,589,749.05,142,286.6,2.34,237,102567
20170411:1000,12.37,60.8,601,487.28,269,295.8,2.9,262,102577
20170411:1100,13.25,55.2,162,0,162,300.6,3.38,273,102557
20170411:1200,13.42,53.95,469,135.42,370,325.4,3.52,279,102508
20170411:1300,13.78,52.85,175,0,175,326.2,3.72,284,102508
20170411:1400,14.11,51.25,418,185.33,304,325,4,285,102458
20170411:1500,13.38,55.85,360,244.46,237,339.8,3.86,298,102418
20170411:1600,13.02,58.7,277,351.13,149,313.2,3.66,302,102378
20170411:1700,12.35,61.1,155,407.13,70,302.6,3.1,302,102348
20170411:1800,11.16,66.5,9,0,9,279.2,2.28,307,102308
20170411:1900,9.86,74.6,0,0,0,278.4,1.79,313,102308
20170411:2000,8.84,79.4,0,0,0,281.2,1.59,272,102318
20170411:2100,7.78,82.9,0,0,0,275.2,2.21,233,102278
20170411:2200,7.34,84.25,0,0,0,277.8,2.62,227,102218
20170411:2300,7.21,83.35,0,0,0,279.6,2.97,232,102198
20170412:0000,7.02,81.8,0,0,0,283.8,3.24,232,102128
20170412:0100,6.66,81.85,0,0,0,276,3.38,234,102048
20170412:0200,6.44,83.6,0,0,0,275,3.38,236,101978
20170412:0300,6.34,87.35,0,0,0,278.8,3.38,236,101929
20170412:0400,6.22,91.1,0,0,0,277.2,3.45,235,101879
20170412:0500,6.11,92.8,0,0,0,273.4,3.45,236,101829
20170412:0600,6.56,91.95,133,384.91,62,273.2,3.45,236,101809
20170412:0700,8.32,86.3,298,578.84,100,279,4,234,101789
20170412:0800,9.97,76.5,432,559.49,161,289.2,4.9,244,101749
20170412:0900,11.45,67.05,515,455.39,241,301,5.45,253,101709
20170412:1000,12.74,62.05,498,231.78,339,309.8,5.31,256,101689
20170412:1100,13.63,60.2,553,266.54,358,321.2,5.59,256,101619
20170412:1200,14.51,55.9,428,87.04,364,327.4,6.28,261,101579
20170412:1300,14.51,56.2,459,153.52,352,344,6.48,266,101529
20170412:1400,13.94,59.45,91,0,91,349.4,6.62,269,101469
20170412:1500,13.61,60.2,123,0,123,339.8,6.41,275,101459
20170412:1600,12.99,61.3,281,352.75,151,359,5.66,278,101429
20170412:1700,12.48,65.3,83,28.19,77,356,3.59,273,101409
20170412:1800,12.08,67.7,12,19.73,11,348.6,3.66,268,101389
20170412:1900,10.98,69.65,0,0,0,345,3.38,253,101399
20170412:2000,10.66,71.8,0,0,0,345.4,3.52,247,101399
20170412:2100,10.32,75,0,0,0,346.4,3.52,244,101370
20170412:2200,10.06,77.85,0,0,0,334.4,3.52,253,101389
20170412:2300,9.57,83.75,0,0,0,320.6,3.38,271,101389
20170413:0000,9.3,87.7,0,0,0,330.4,3.31,287,101399
20170413:0100,9.34,86.45,0,0,0,332.05,3.38,290,101360
20170413:0200,8.8,86.45,0,0,0,302.6,3.52,291,101360
20170413:0300,8.29,85.15,0,0,0,294.4,3.45,292,101380
20170413:0400,7.55,85.45,0,0,0,275.8,3.24,291,101380
20170413:0500,6.85,87.35,0,0,0,268.8,2.97,287,101409
20170413:0600,7.1,87.05,78,42.1,70,274.2,2.76,285,101469
20170413:0700,8.54,79.2,209,146.8,158,275.4,3.66,292,101509
20170413:0800,9.61,68.85,328,192.04,234,282.4,4.07,301,101539
20170413:0900,10.07,65.2,405,173.11,300,323,3.79,297,101569
20170413:1000,10.43,62.65,442,137.56,347,327.4,3.79,294,101599
20170413:1100,10.53,60.8,541,237.78,366,342.4,3.72,291,101609
20170413:1200,10.92,58.75,548,246.11,366,338,3.72,289,101599
20170413:1300,11.23,57.3,461,154.06,353,335.6,3.72,290,101589
20170413:1400,11.57,55.4,507,373.96,274,334.8,3.66,291,101549
20170413:1500,11.4,54.95,468,606.63,158,330.6,3.66,295,101539
20170413:1600,10.94,56.75,304,451.03,136,326,3.86,304,101529
20170413:1700,10.27,60,173,511.73,62,330.4,3.79,316,101539
20170413:1800,9.49,62.7,19,72.86,15,304.8,2.9,324,101559
20170413:1900,8.96,68.5,0,0,0,291.2,1.52,328,101579
20170413:2000,8.32,77.7,0,0,0,299.2,0.69,287,101599
20170413:2100,7.25,81.3,0,0,0,295.6,1.17,223,101599
20170413:2200,6.67,84.1,0,0,0,307.8,1.38,212,101599
